audit_label	audit_reasons	case_id	transition	old_state	new_state	proposition_text	mention_text	mention_label	evidence_text
good	evidence_contains_treated_cue;treatment_cue_present	27928148	treated	not_mentioned	treated	patient has pain	pain	Sign_symptom	Despite maximal medical therapy, the patient remains quadriplegic, is experiencing neurologic pain, received a tracheostomy due to prolonged respiratory failure, and required a feeding jejunostomy tube placement at the time of this report.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28216610	ruled_out	not_mentioned	ruled_out	patient has QUANTIferon gold test	QUANTIferon gold test	Diagnostic_procedure	Tuberculosis was ruled out by three consecutive negative sputum smears for acid fast bacilli and a negative QUANTIferon gold test.
good	evidence_contains_treated_cue;treatment_cue_present	21923918	treated	not_mentioned	treated	patient has 20 mg/day	20 mg/day	Dosage	Thereafter, the patient was referred to the oncology department of our hospital, where he received two 3-day cycles (separated by a 3-week interval) of systemic chemotherapy based on 5-fluorouracil (800 mg/day IV) and cisplatin (20 mg/day).
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	27196481	introduced	not_mentioned	supported	patient has uptake	uptake	Sign_symptom	Cardiac magnetic resonance imaging (MRI) revealed pseudo-tumoral infiltration of the atrioventricular wall,14 and a bone scan showed symmetrically irregular radiotracer uptake in the long bones of the limbs consistent with ECD (Figure ​(Figure22)2; the findings of cerebral and pulmonary imaging were negative.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28538413	introduced	not_mentioned	supported	patient has synaptophysin	synaptophysin	Diagnostic_procedure	1C), whereas immunohistochemical tests demonstrated positive expression of human melanoma black 45 (HMB45), microtubule-associated protein tau 1 (MAPT1), melan A and S100, and negative expression of desmin, synaptophysin, and epithelial membrane antigen (EMA), which was consistent with melanoma.
good	evidence_contains_treated_cue;treatment_cue_present	23678274	treated	not_mentioned	treated	patient has care	care	Clinical_event	Although the patient had been treated with intensive ventilator care, several inotropic agents, and other supportive care measures, he eventually died from the aggravated metabolic acidosis and acutely decompensated heart failure 7 days after the ICU care.
good	introduced_from_not_mentioned	25759562	introduced	not_mentioned	suspected	patient has Bard Peripheral Vascular, Tempe, Arizona, United States	Bard Peripheral Vascular, Tempe, Arizona, United States	Detailed_description	A 10-mm diameter expanded polytetrafluoroethylene (ePTFE) covered stent-graft (Fluency Plus; Bard Peripheral Vascular, Tempe, Arizona, United States) was deployed across the liver parenchymal tract; deploying the stent-graft into the main portal vein trunk to cover the aneurysm neck was not considered because it would obstruct blood flow to the portal vein branches.
good	evidence_contains_improving_cue;improvement_cue_present	28115731	improving	not_mentioned	improving	patient has PaCO2	PaCO2	Diagnostic_procedure	30, PaCO2 60, PaO2 61 mm/Hg, H−CO3 29 mEq/L, and saturation 92% which improved to 95% with oxygen by a high flow non-rebreather mask.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	25721834	introduced	not_mentioned	confirmed	patient has biopsy	biopsy	Diagnostic_procedure	A bone marrow aspirate and biopsy revealed a hypercellular marrow with erythroid hyperplasia.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	27842605	introduced	not_mentioned	supported	patient has synaptophysin	synaptophysin	Diagnostic_procedure	Immunohistochemical staining of the specimen identified diffuse positivity for keratin, CD56, and synaptophysin in the tumor cells, which is consistent with NEC.
bad_transition	resolved_without_clear_resolution_cue	19214295	resolved	not_mentioned	resolved	patient has condition	condition	Diagnostic_procedure	The patient was eventually discharged in stable condition.
good	introduced_from_not_mentioned	27004009	introduced	not_mentioned	confirmed	patient has primary	primary	Detailed_description	Based on these results, a diagnosis of primary advanced esophago-gastric melanoma was established.
good	evidence_contains_treated_cue;treatment_cue_present	28154281	treated	not_mentioned	treated	patient has skin	skin	Biological_structure	The patient's chronic GVHD (cGVHD) of the skin gradually progressed from day +100 post-transplantation and he was treated with prednisolone and CsA.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	25721834	introduced	not_mentioned	confirmed	patient has partial	partial	Detailed_description	Muscle biopsy revealed a structurally normal muscle and biochemical assay of respiratory chain components resulted in a diagnosis of partial complex IV deficiency.
good	introduced_from_not_mentioned	28595573	introduced	not_mentioned	suspected	patient has age of 13	age of 13	Date	At the age of 13, she had a syncope event, and was suspected of having JLNS because of her congenital deafness and prolonged QT interval.
good	evidence_contains_treated_cue;treatment_cue_present	25023062	treated	not_mentioned	treated	patient has prophylaxis	prophylaxis	Therapeutic_procedure	She also received granisetron 2mg/day and lansoprazole 30mg/day as antiemetogenic and gastric prophylaxis, respectively.
bad_transition	improving_without_clear_improvement_cue	27773410	improving	not_mentioned	improving	patient has LV filling pressure	LV filling pressure	Diagnostic_procedure	Repeat echocardiographic assessment revealed improvement of LVEF to 15% and decrease in PASP to 30 mm Hg and decrease in LV filling pressure.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	28403092	introduced	not_mentioned	confirmed	patient has parasagittal-parafalcine	parasagittal-parafalcine	Detailed_description	Diagnosis of a parasagittal-parafalcine meningioma was made, and a craniotomic meningioma resection was chosen as treatment.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	26584481	introduced	not_mentioned	confirmed	patient has phenoxybenzamine	phenoxybenzamine	Medication	Surgical resection of both masses was performed (after α-blockade with phenoxybenzamine and β-blockade with propranolol) through a laparoscopic approach, confirming the diagnosis of pheochromocytoma and clear cell renal carcinoma on histology.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	28100235	introduced	not_mentioned	confirmed	patient has SFTL	SFTL	Disease_disorder	Pathology of the resection specimen confirmed SFTL.
bad_transition	treated_without_clear_treatment_cue	22515939	treated	not_mentioned	treated	patient has Transfusion	Transfusion	Therapeutic_procedure	Transfusion was initiated and the patient was emergently transported to the operating room for surgical exploration.
good	evidence_contains_treated_cue;treatment_cue_present	28090049	treated	not_mentioned	treated	patient has hydrocortisone	hydrocortisone	Medication	The thyroid storm with GD was treated with intravenous hydrocortisone 100 mg every 8 hours, oral potassium iodine 50 mg every 6 hours, and oral methimazole 20 mg every 6 hours.
ambiguous	no_clear_transition_cue	28383413	no_change	recurrent	recurrent	patient has resection	resection	Therapeutic_procedure	Besides, 2 years earlier, the patient underwent resection of melanoma in the left heel (T2N0M0, ki67 3–5%, Stage II), followed by resection of the recurred melanoma nearby the primary site 15 months later (T3N3M0, Stage III), without lymphadenectomy.
bad_proposition	likely_contextual_nonclinical_proposition;introduced_from_not_mentioned	28272214	introduced	not_mentioned	possible	patient has 5f/week	5f/week	Dosage	To relieve the acute pain in the left pleura as quickly as possible, palliative three-dimensional conformal radiotherapy (3D-CRT) for the chest lesion was delivered at a total dose of 42 Gy/14 fractions (f), once daily and 5f/week (Fig.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	19009665	introduced	not_mentioned	supported	patient has multiple	multiple	Detailed_description	Non-contrast enhanced CT scanning showed multiple disseminated hyper-intense lesions in the brain, consistent with deposition of iodized oil (Figure ​2).
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	22791498	introduced	not_mentioned	confirmed	patient has over 50% of cardiomyocytes	over 50% of cardiomyocytes	Lab_value	A myocardial biopsy revealed that over 50% of cardiomyocytes were replaced by fibrosis (figure 2).
bad_transition	treated_without_clear_treatment_cue	28202862	treated	confirmed	treated	patient has contraceptive	contraceptive	Medication	The discontinuation of the oral contraceptive and the administration of rivaroxaban (30 mg, daily), a direct oral anticoagulant (trade name: Xarelto™, Bayer) was initiated according to the results of the EINSTEIN-PE trial (3).
good	evidence_contains_recurrent_cue;recurrence_cue_present	27004009	recurrent	not_mentioned	recurrent	patient has abdominal	abdominal	Biological_structure	As the patient denied a postoperative adjuvant therapy, abdominal recurrence and hepatic metastases were found within one month by a postoperative follow-up CT.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	27846860	introduced	not_mentioned	confirmed	patient has AKI	AKI	Disease_disorder	The patient was finally diagnosed with acute pancreatitis complicated with renal cortical necrosis leading to AKI and Purtscher’s retinopathy leading to complete bilateral blindness.
bad_transition	improving_without_clear_improvement_cue	28151882	improving	not_mentioned	improving	patient has Kyphotic	Kyphotic	Lab_value	Kyphotic Cobb angle for preoperative, 1 week after operation, and 1 year after operation were 40°, 8°, and 17°, respectively, which demonstrated significant improvement (Fig.
good	evidence_contains_treated_cue;treatment_cue_present	28216610	treated	not_mentioned	treated	patient has 1200 mg weekly	1200 mg weekly	Dosage	He was started on prophylaxis with bactrim 80–160 mg daily and azithromycin 1200 mg weekly for opportunistic infections.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28090049	introduced	not_mentioned	supported	patient has anti-glutamic acid decarboxylase (GAD) antibody	anti-glutamic acid decarboxylase (GAD) antibody	Diagnostic_procedure	Further immunological investigation revealed elevated levels of anti-glutamic acid decarboxylase (GAD) antibody, anti-insulinoma antigen 2 (IA-2) antibody, and insulin autoantibody, consistent with T1D.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	24161539	introduced	not_mentioned	supported	patient has infantile spasms	infantile spasms	Disease_disorder	At approximately 6 months of age he developed tonic upward eye deviation associated with flexion of his arms and neck consistent with infantile spasms.
good	evidence_contains_treated_cue;treatment_cue_present	28422883	treated	not_mentioned	treated	patient has neoadjuvant	neoadjuvant	Detailed_description	Then he received neoadjuvant chemoradiotherapy (etoposide 70 mg [45 mg/m2] + cisplatin 79 mg [50 mg/m2]; 4500 cGY in 25 fractions) from June to July 2014.
bad_transition	improving_without_clear_improvement_cue	27974938	improving	not_mentioned	improving	patient has remitted at the right limbs	remitted at the right limbs	Detailed_description	The ataxia was remitted at the right limbs and persisted at the left extremities, but registered a lot of improvement.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28320420	introduced	not_mentioned	supported	patient has echogenic	echogenic	Detailed_description	Abdominal ultrasound showed a slightly enlarged liver with a rounded echogenic lesion in the anterior wall of the right lobe suggestive of hemangioma.
good	evidence_contains_resolved_cue;resolution_cue_present	25793030	resolved	supported	resolved	patient has acidosis	acidosis	Sign_symptom	Shortly after the patient was put on cardiopulmonary bypass, the acidosis resolved and she began to make urine.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	27130218	ruled_out	not_mentioned	ruled_out	patient has pulmonary oedema	pulmonary oedema	Disease_disorder	Emergency computer tomography excluded pulmonary thromboembolism (PE) and confirmed severe pulmonary oedema (Fig.
good	evidence_contains_treated_cue;treatment_cue_present	21923918	treated	not_mentioned	treated	patient has referred	referred	Clinical_event	Thereafter, the patient was referred to the oncology department of our hospital, where he received two 3-day cycles (separated by a 3-week interval) of systemic chemotherapy based on 5-fluorouracil (800 mg/day IV) and cisplatin (20 mg/day).
good	introduced_from_not_mentioned	28353604	introduced	not_mentioned	suspected	patient has region in the lung	region in the lung	Biological_structure	However, the region in the lung affected by this PE was considered too small to induce such a severe PAH.
good	introduced_from_not_mentioned	25572898	introduced	not_mentioned	confirmed	patient has persistent	persistent	Detailed_description	Repeat neurological assessment confirmed persistent vestibulocochlear dysfunction 6 weeks after symptom onset.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	26714786	introduced	not_mentioned	confirmed	patient has All three of her siblings also were diagnosed with HHT	All three of her siblings also were diagnosed with HHT	Family_history	All three of her siblings also were diagnosed with HHT and her mother passed away from an intracranial hemorrhage.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28033278	ruled_out	not_mentioned	ruled_out	patient has mycobacteria	mycobacteria	Detailed_description	Cerebrospinal fluid cultures were negative for bacteria, mycobacteria, and viruses.
bad_proposition	empty_or_too_short_proposition;very_short_single_token;evidence_contains_introduced_cue;introduced_from_not_mentioned	27196481	introduced	not_mentioned	confirmed	patient has CT	CT	Diagnostic_procedure	Six years later, an abdominal ultrasound scan revealed the presence of dense bilateral perinephric infiltration, which was confirmed by a whole-body computed tomography (CT) scan, and a fluotine-18 fluordeoxyglucose positron emission tomography (F-FDG-PET) scan demonstrated increased glucose uptake in the medullary channels of both humeri and femurs.
good	evidence_contains_improving_cue;improvement_cue_present	22791498	improving	not_mentioned	improving	patient has surgery	surgery	Coreference	After surgery, the cardiac function improved drastically (cardiothoracic ratio=0.
ambiguous	evidence_contains_resolved_cue;resolution_cue_present;resolved_but_improvement_cue_present	22814979	resolved	not_mentioned	resolved	patient has slowly regained	slowly regained	Lab_value	She slowly regained renal function and organ perfusion improved with resolution of the lactic acidosis and a decrease in liver transaminases.
ambiguous	evidence_contains_improving_cue;improvement_cue_present;improving_but_resolution_cue_present	28321070	improving	not_mentioned	improving	patient has pleural effusion	pleural effusion	Sign_symptom	Her pleural effusion disappeared within two weeks, her back pain disappeared, and her PS improved to 1 within a month.
bad_proposition	generic_modifier_as_proposition;weak_mention_span;evidence_contains_confirmed_cue	28154287	confirmed	suspected	confirmed	patient has bilateral	bilateral	Detailed_description	The patient lost consciousness because of decreased vital capacity with increasing bilateral pleural effusion and was diagnosed with CO2 narcosis.
good	introduced_from_not_mentioned	25023062	introduced	not_mentioned	confirmed	patient has hypertension	hypertension	History	A 66-year-old Caucasian woman with a history of hypertension was admitted to our hospital with a recent diagnosis of Burkitt lymphoma.
ambiguous	evidence_contains_introduced_cue;introduced_from_not_mentioned;introduced_but_treatment_cue_present	28353596	introduced	not_mentioned	confirmed	patient has 10 mg/day	10 mg/day	Dosage	Eventually, this patient was diagnosed with HO secondary to SS, and she was then treated with alkalinization (citrate 4 g/day and potassium citrate 3 g/day for 2 weeks), steroids (prednisone 20 mg/day for 1 month, 10 mg/day for 4 months), neutral phosphate (1.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	26361640	introduced	not_mentioned	confirmed	patient has confirmed the diagnosis	confirmed the diagnosis	Lab_value	Biopsies of the ampulla of Vater revealed chronic active duodenitis (Figures 2 and ​and3);3); an ancillary test confirmed the diagnosis (Figure 4).
good	evidence_contains_treated_cue;treatment_cue_present	28207542	treated	not_mentioned	treated	patient has normal	normal	Lab_value	INH (200 mg/d, intravenously guttae) was administered on 24 days after admission (December 11, 2015), while his liver function tests and platelet counts returned to normal.
good	introduced_from_not_mentioned	28321073	introduced	not_mentioned	confirmed	patient has histological examination	histological examination	Diagnostic_procedure	A subsequent histological examination of a tumor specimen obtained by bronchoscopy confirmed the diagnosis of small cell carcinoma.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	16778410	ruled_out	not_mentioned	ruled_out	patient has negative	negative	Lab_value	6), and they were negative for cytokeratin, epithelial membrane antigen, CD3, CD20 and HMB45.
bad_transition	improving_without_clear_improvement_cue	27773410	improving	not_mentioned	improving	patient has Echocardiography	Echocardiography	Diagnostic_procedure	Echocardiography on 1st POD revealed improvement in LVEF to 20%.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	18561524	introduced	not_mentioned	confirmed	patient has attention-deficit hyperactivity disorder	attention-deficit hyperactivity disorder	Disease_disorder	An 18-year-old male was diagnosed with attention-deficit hyperactivity disorder (ADHD) in 2005.
good	evidence_contains_treated_cue;treatment_cue_present	25572898	treated	not_mentioned	treated	patient has high-dose	high-dose	Dosage	Given continued suspicion for a viral etiology, the patient was treated with high-dose glucocorticoids and again with IVIG.
good	evidence_contains_resolved_cue;resolution_cue_present	28196820	resolved	not_mentioned	resolved	patient has decrease	decrease	Lab_value	After an initial CT scan (figure 2A), a follow-up CT scan (figure 2B) a month after the surgery showed a resolution of the posterior-basal atelectasis, coinciding with a decrease of FiO2 to 0.
good	evidence_contains_confirmed_cue	20146086	confirmed	supported	confirmed	patient has CNS disease	CNS disease	Disease_disorder	She survived 14 months following the diagnosis of CNS disease.
bad_transition	improving_without_clear_improvement_cue	25721834	improving	not_mentioned	improving	patient has vitamin A	vitamin A	Medication	Carnitine, vitamin A, thiamine, pyridoxine, folate and uridine were supplemented without improvement in his anaemia.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	26266396	ruled_out	not_mentioned	ruled_out	patient has thyroid gland	thyroid gland	Biological_structure	Thus, as a possibility of malignancy could not be excluded, the right lobe excision procedure for thyroid gland was enforced.
good	evidence_contains_recurrent_cue;recurrence_cue_present	27004009	recurrent	not_mentioned	recurrent	patient has metastases	metastases	Sign_symptom	As the patient denied a postoperative adjuvant therapy, abdominal recurrence and hepatic metastases were found within one month by a postoperative follow-up CT.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	27906105	ruled_out	not_mentioned	ruled_out	patient has Immunohistochemistry	Immunohistochemistry	Diagnostic_procedure	Immunohistochemistry was positive for Melan-A, HMB45, vimentin, S-100 protein and negative for cytokeratin, all consistent with metastatic malignant melanoma.
good	introduced_from_not_mentioned	26395443	introduced	not_mentioned	confirmed	patient has fetal viability	fetal viability	Diagnostic_procedure	An abdominal ultrasound depicted fatty infiltration of the liver and confirmed fetal viability.
bad_proposition	generic_modifier_as_proposition;weak_mention_span;introduced_from_not_mentioned	27064109	introduced	not_mentioned	confirmed	patient has mild	mild	Severity	Chest x-ray film confirmed right pleural effusion, and mild cardiomegaly but no pulmonary congestion (Figure 2).
good	evidence_contains_improving_cue;improvement_cue_present	18561524	improving	not_mentioned	improving	patient has diuresis	diuresis	Sign_symptom	His renal function also improved with increasing diuresis and creatinine fell from 798 to 98 μmol/l.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28403092	introduced	not_mentioned	possible	patient has injury	injury	Sign_symptom	Excluding the possible etiology of endotracheal intubation damage, we diagnosed the patient as experiencing acute erosive-hemorrhagic gastritis, a reaction to the craniotomy injury.
good	evidence_contains_treated_cue;treatment_cue_present	24781756	treated	not_mentioned	treated	patient has parents	parents	Subject	Coenzyme Q10 supplementation (60 mg twice daily) was initiated at 4 months but discontinued by the parents.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	28100279	introduced	not_mentioned	confirmed	patient has ribavirin	ribavirin	Medication	Under the diagnosis of adenovirus pneumonia, we started antiviral therapy with oral ribavirin 400 mg q 12 h while maintaining antibiotics.
